score;trades;win_rate;total_pnl;max_drawdown;profit_factor;note;sma_period;wpr_m15_period;wpr_m1_period;wpr_m15_sell_extreme;wpr_m15_buy_extreme;wpr_m15_trigger;wpr_m1_sell_extreme;wpr_m1_buy_extreme;wpr_m1_trigger;atr_period;sl_atr_mult;tp_rr_ratio;breakeven_pct;trail_activation_pips;trail_distance_pips;max_open_slots;max_spread_atr_ratio;atr_min_pct;atr_max_pct;trade_hour_start;trade_hour_end;skip_monday_hours;skip_friday_hour
93,69;611;0,4092;362,41;0,0382;1,562;;190;19;6;-25;-90;-65;-30;-95;-40;18;2,0;2,0;0,5;8;13;4;0,15000000000000002;0,4;3,4000000000000004;6;13;2;24
93,24;429;0,4499;271,24;0,0478;1,78;;210;34;3;-10;-75;-55;-30;-90;-35;19;1,5;2,0;0,5;8;11;5;0,15000000000000002;1,0;1,2;4;14;1;23
92,86;311;0,5016;236,75;0,0407;1,769;;290;10;3;-10;-75;-55;-15;-90;-35;18;1,5;2,0;0,7;8;8;5;0,2;1,0;1,2;3;14;1;23
92,74;415;0,4675;297,34;0,0304;1,766;;300;32;3;-5;-75;-60;-15;-95;-30;18;1,25;2,0;0,5;8;10;6;0,25;0,9000000000000001;1,4;5;14;1;24
92,61;554;0,4332;346,83;0,0333;1,599;;200;18;7;-25;-90;-65;-30;-95;-40;18;2,0;2,0;0,5;8;12;4;0,15000000000000002;0,4;3,6000000000000005;6;13;2;24
92,6;922;0,3471;439,97;0,0463;1,415;;200;33;3;-10;-70;-60;-15;-90;-35;19;1,0;2,0;0,5;8;8;6;0,05;0,7;1,2;4;12;3;22
92,55;322;0,4037;255,08;0,0194;1,934;;190;16;8;-25;-85;-70;-35;-95;-40;15;2,0;2,0;0,5;20;14;4;0,15000000000000002;0,5;3,2;9;13;2;24
88,55;311;0,3955;248,64;0,0425;1,821;;180;14;6;-25;-85;-70;-30;-95;-40;16;2,0;2,0;0,5;20;14;4;0,15000000000000002;0,4;4,0;9;12;2;24
87,38;366;0,4044;276,59;0,0256;1,803;;150;14;5;-25;-95;-70;-30;-95;-40;15;2,25;2,0;0,5;20;13;4;0,15000000000000002;0,4;3,8;8;13;2;24
86,89;366;0,4044;275,5;0,0258;1,8;;150;14;5;-25;-95;-70;-30;-95;-40;15;2,25;2,0;0,5;20;14;4;0,15000000000000002;0,4;3,4000000000000004;8;13;2;24
